Timestamp,Temperature (°C)
18:36:50,22.31
18:36:51,22.18
18:36:52,22.18
18:36:53,22.31
18:36:54,22.25
18:36:55,22.25
18:36:56,22.25
18:36:57,22.18
18:36:59,22.31
18:37:00,22.31
18:37:01,22.25
18:37:02,22.25
18:37:03,22.25
