Timestamp,Temperature (°C)
19:48:06,23.37
19:48:07,23.37
19:48:09,23.31
19:48:10,23.37
19:48:11,23.25
19:48:12,23.31
19:48:13,23.43
19:48:17,23.25
19:48:18,23.43
19:48:19,23.43
19:48:21,23.37
19:48:22,23.31
