Timestamp,Temperature (°C)
19:29:31,24.31
19:29:32,24.18
19:29:33,24.25
19:29:46,24.31
19:29:47,24.25
19:29:48,24.37
19:29:49,24.31
19:29:50,24.31
19:29:52,24.31
19:29:53,24.43
19:29:54,24.43
19:29:55,24.37
19:29:56,24.31
19:29:57,24.37
19:29:58,24.37
19:29:59,24.5
19:30:01,24.43
19:30:15,24.62
19:30:17,24.62
19:30:18,24.62
19:30:19,24.68
19:30:20,24.62
19:30:21,24.62
19:30:22,24.62
19:30:23,24.68
19:30:24,24.62
19:30:25,24.62
