Timestamp,Temperature (°C)
19:16:18,23.87
19:16:19,23.87
19:16:20,24.0
19:16:21,23.81
19:16:23,23.81
19:16:26,23.87
19:16:27,23.81
19:16:28,23.68
19:16:29,23.93
