Timestamp,Temperature (°C)
18:47:02,24.43
18:47:03,24.37
18:47:04,24.37
18:47:05,24.37
18:47:06,24.5
18:47:07,24.43
18:47:09,24.43
18:47:10,24.43
18:47:15,24.43
18:47:16,24.5
18:47:17,24.31
18:47:18,24.31
18:47:19,24.43
18:47:20,24.43
18:47:22,24.43
18:47:23,24.43
18:47:24,24.31
18:47:25,24.43
